0,1,2,3,4,5,6
31.0,6.0,1.0,3.0,8.0,260.0,705.0
22.0,7.0,0.0,5.0,4.0,180.0,650.0
80.0,18.0,1.0,0.0,20.0,0.0,0.0
170.0,16.0,1.0,0.0,8.0,0.0,0.0
50.0,10.0,5.0,10.0,10.0,1000.0,10000.0
120.0,0.0,5.0,10.0,0.0,0.0,0.0
150.0,0.0,3.0,8.0,0.0,0.0,0.0
85.0,0.0,5.0,9.0,0.0,0.0,0.0
70.0,0.0,4.0,30.0,0.0,0.0,0.0
135.0,0.0,4.0,30.0,0.0,0.0,0.0
1000.0,0.0,16.0,20.0,0.0,0.0,0.0
6.0,11.0,1.0,3.0,7.0,250.0,800.0
150.0,120.0,1.0,40.0,130.0,1100.0,4000.0
20.0,30.0,2.0,4.0,25.0,330.0,900.0
300.0,30.0,2.0,4.0,25.0,330.0,900.0
132.11558308265177,44.0464231458827,40.02267499504781,66.85378154680502,80.83717800374615,890.5250667652455,7516.142755936599
119.5199382552835,102.73963309110783,11.644920423353708,122.61077832341535,60.52900857695643,623.6693250214686,12975.370077518313
143.3293787189981,84.16439893014878,17.72093045366875,116.07824204430212,53.32707606628086,688.9122942625746,12027.405691987668
104.59345338691199,79.19513286622427,22.547498619553057,81.83262611625726,82.15301358238185,729.6682662429921,10739.065920106335
88.52897816867902,102.2346326769191,41.059633072854666,148.24351812035218,72.52183092263444,723.0593187661373,7534.442039755148
79.02465564065875,81.6588276424344,32.34736833825689,258.2024122602757,85.67875109637981,893.4312470563468,6860.172309461499
113.90162553576133,77.43318142267532,22.820189218696395,149.54902031222088,54.25819341038619,658.556572363796,12483.271532748022
66.76255083116129,61.95369539673965,44.83548069175513,223.19343918402714,88.24282850926545,840.5728831775697,10540.551051883162
123.78446198650249,86.28725255148854,3.5860617791733693,242.46715561627468,89.86366245909034,620.3070066674899,5445.635359543212
106.23927540108134,60.38834443546521,39.81924745280434,205.6933879724413,76.72593584836834,702.7234052247398,7889.808769820456
139.65917008988157,69.18175448976503,29.925573402313564,200.30727808708613,61.64342096069599,727.4425064068391,5476.791295614603
71.4301062382462,95.83971665211726,31.12490890162166,202.6452541167241,74.58482955255154,799.8165404945954,9037.972835114395
76.68532237628878,104.81719486255189,11.665742603139721,117.9905322465151,71.06830906128488,596.0827501741576,8411.247059554971
73.18062554664095,78.12444192969394,15.70691798933036,182.6314565952161,77.8513197243523,724.088257982173,9571.429745475965
128.25500387970231,81.06484183041863,26.301840251966507,238.3111382594584,62.67387564019504,673.0194413235713,6494.597053565471
94.88304590975783,94.88948927812541,26.47428144253862,231.14795278404665,73.20140490683566,595.6705069624281,5203.90370941057
145.00530277516563,43.35506409094689,24.34467409801173,219.0890881037261,72.74008104228339,857.2240623038588,10464.658541854706
124.42268791994358,79.6552106854941,31.070858031954963,105.56121862182941,54.90744295771488,758.4974612664034,8987.879653008065
105.44884010560426,41.10258484612846,22.74859358164951,184.65420549564044,79.55880251111701,662.6624755905989,11958.818790962538
111.11664700176055,72.11171494062725,17.9620547480703,152.7884294426875,73.36614893325643,689.725823757024,7192.0091558706135
142.3570293315038,49.46426519086959,10.356916149084483,264.64657544542683,86.56842199431941,611.2966939769158,5346.89045254189
104.03875115430364,53.245210992069076,4.148840779536494,230.78974180892803,67.00134451768636,615.8587715904697,9283.16162020432
145.2276698444693,104.114853829383,25.896746569876527,146.53418986857926,88.38911108284043,777.9937522920422,12709.90185584485
93.8818422050166,82.86505281824921,3.4656922503431677,121.12507080477405,81.73565596546479,874.8936200054818,10805.260506515158
143.6521543064618,94.09345594816554,31.582911021077244,203.399608988423,82.57478158877282,690.7840545411686,11690.484924291075
121.49822756786304,69.23450561404381,4.439521341762644,76.08962501258894,57.05852938943248,760.7345363951288,6360.8237178727695
134.5756305217662,85.48213787744841,21.481802898928333,188.91691074191345,88.01389476628539,553.8254817433652,12895.218418997683
79.61037096589142,69.22162605907143,48.3466116092292,158.57059779496308,53.47465206251094,681.9440571042517,7408.427345934071
126.54689503446927,97.20627307237226,38.125440458428436,240.92738733619808,88.83653289986837,600.339930788387,5944.635858874274
142.0431759448214,65.8158002565813,23.24667081059962,269.90107345535273,64.99491855958692,695.0691169661278,10717.19548382137
75.02541383494686,97.9569045643673,40.41269687674498,120.35312712375628,63.7785106533216,702.1745452289824,6209.896377616499
100.90332974360018,85.13829352508215,46.15916363618067,83.9510833769437,75.63286585041581,735.6844991289406,11001.99784339528
140.22268864573172,99.40148144467818,29.43541699140642,139.89365289310382,85.33870937262323,811.4441198576224,10819.339807037071
125.15259366674292,62.93639144446635,39.53718879351579,182.32910723268859,69.73564392377101,895.1354837110143,9268.062668913506
113.10569545151694,95.15497386940407,42.37961981513907,126.1762780917048,59.02707451563203,787.3790311887724,7989.293618186646
90.64991960791653,102.38626288036349,8.22296080175962,101.76638765399687,69.9888861239839,880.9899675248787,12293.076470828299
145.28982473591935,51.06636332870389,46.83047443603019,205.8417214536661,69.37267061256279,560.5821971562516,10421.160124726313
149.21076131750021,41.27294336385764,42.638431450801214,143.82381115765577,77.54122088059404,622.2748983718743,9272.341932936079
70.13362528798837,104.1071952918335,32.098210860151966,252.54917976910434,68.77957434573112,850.674222582111,12521.536492448453
95.71816075886548,41.33586264336636,34.936139537519495,141.09942413918634,54.566529079562876,588.1971761783407,9167.068010587836
112.4134131761419,90.34967626192693,12.783307283580239,182.82261564288268,72.8277839422511,863.3039913762832,11065.44793479695
138.3074854173302,83.47784212218524,21.315994515066052,158.60849272187622,80.86168852900052,835.4715913891699,6347.713672184824
113.2297172887402,93.13739603387006,162.38531848704,208.80368791563188,65.61276536666489,424.8333032373711,10075.307281519239
137.02050721501485,98.89452485050705,254.1025593541161,242.06011576321512,56.75195029195262,504.70505884581166,7326.0365437524315
105.57131181013368,35.50714147827233,185.63651561119522,172.26454608274543,69.28612354287912,821.1207168129154,5943.758429262875
141.16619835188555,52.80951603424051,249.6270369812586,237.37921356579182,54.300169620193685,701.660550373924,7213.480163612901
112.85649693982243,85.49598207314459,103.66195019183718,202.06634743154453,56.68462344953865,805.076646844027,5798.341024462466
129.99648729634117,116.76354043977223,257.3288222092034,195.61165732350227,58.908314517592345,548.7119778171871,8782.155092938672
106.22921643163974,71.28044383154842,170.4659196130716,139.71927947509718,66.21249262191671,836.5981340748801,11404.78909851114
149.39107471626085,123.03580741026852,93.72790683526804,145.09864031634842,54.2611117525293,410.18116430407133,6384.1002444771975
96.93821168587118,55.717621137548434,153.7632696924228,185.3094397831065,69.1665943950963,747.6547551205715,7111.191086477598
75.53846659690565,116.60090077634416,146.19534962437154,135.16787305533293,65.3484787150417,811.635964547875,8445.653032820393
136.24859095936515,103.16342958797807,191.1003706183077,172.05554731126284,63.243264188464,553.6602683464879,9806.573228232572
106.06075845951676,67.35949350011886,88.97344457829615,160.96709737251462,66.33983899441458,665.68145731495,6096.81414974264
101.8163462837025,62.490552316870655,226.05086510535966,215.2133957889721,67.19763285135974,645.3128927156112,7207.061257675897
89.47324246223926,43.37964194723363,161.50468485601354,132.81433493192242,64.74496566135693,543.2211323722956,7818.168004531768
118.7280497321606,56.71626630506475,129.22882187977496,112.67141823363528,50.54095338947897,425.46886431390135,6725.487356829566
96.26231500180342,45.824289760160354,93.63481359041594,120.78335534703635,66.37627301236115,580.82365858991,6284.340112465868
149.9233287443982,123.10818310698563,173.74692209152462,189.06810560422957,61.07190757450759,518.2822699193122,10799.281825794402
144.20050290351708,113.12174184472256,144.10815059331986,216.25980618003305,50.25575217730524,600.8992066324806,8149.285165070172
81.98907842930683,58.484939412555605,143.17513103186275,214.8691686123152,61.46360466442916,510.0986360153703,11799.387887751067
89.7648647801989,43.2238066647908,194.55359102443157,241.99779328469785,54.839573725901886,719.1067121148401,11052.021598405481
90.52893785729512,127.16920416399606,121.95299676470052,148.5468420945444,65.76825793715031,475.06905244574847,8426.249913702779
82.87733478816956,97.08685322491093,262.3166230133247,204.1007551856382,66.91177561871336,731.4792049780305,10813.088454589073
139.58381705434834,94.113835904084,208.51293883600172,136.54813749521233,64.9137409432804,426.35154950080675,9554.95285764393
91.37059676801603,44.65711103838788,114.89406343184996,171.975956289158,61.23855972871789,778.6410354646614,10769.337122829336
77.36787532909909,94.62359313647764,178.29045887460381,157.79964061223276,67.22591312071397,803.5447020698716,6637.418679424692
109.50761303050166,99.80403266640417,194.01203484122675,158.3460075371915,51.41963837897916,551.8488996300401,6194.8146788162985
119.08935334507406,87.02364598985037,143.44782622533322,179.5545327364157,52.72169442383766,778.5284605291563,8487.683865797399
129.70410557622967,40.466463779586796,172.06826850348318,200.0805208251657,50.65019480067265,534.6464480292498,6645.29670297166
94.59252262782728,77.4223115816271,240.48080649151706,120.41752030062572,63.86012100710343,638.7036146546537,7483.785846706697
104.00750707693885,36.8541675588232,135.1577245495229,231.31565449832226,60.58141223307901,492.85584988699486,8188.999735469872
113.53977651719077,52.58486174894665,93.13674741906945,147.94680202572894,59.39309626415701,519.7220926319121,11903.025105397179
102.16910875997027,49.26413193428453,138.28657324052824,182.0962975512633,54.42752460292507,478.07899287311966,10091.531275687808
139.6036579367649,96.7572301674737,209.53872781250337,242.01778841808436,62.905450959379706,563.4589373992048,10053.564648935804
113.57225730772743,46.2524466772488,181.40094971392563,142.43295816001054,68.52976360658143,636.0435726139488,7071.942765613777
144.790667008407,103.27041180836085,167.38311203639333,134.09192810924043,57.0039924564057,766.8582462352094,7416.484999431026
132.5621711234359,104.79427882199936,85.29748506710332,136.82821581624114,51.72755598851781,674.1333984424971,9416.102707268743
137.3752958994369,105.02045327434601,153.1702046152344,202.08088493151138,67.10920497950565,762.4663211091347,10933.252074897784
130.30217965854632,111.63031209978378,133.60171850129365,143.92220324211425,68.27968676024669,442.8855376875086,8731.702857662405
109.47626377103254,43.497624292939726,189.03729508853314,212.1804265039766,55.50338365032263,838.1199790392587,5398.3509160004505
147.18890691194184,42.77937075430381,240.91839376811063,124.58204046329021,65.7853381661728,794.3005236390663,7777.516826289648
126.16632270688443,73.6839383474457,231.07508256900243,195.39292339276528,62.521117272993585,720.449411473458,10784.85325525801
143.31525666509918,106.5359807401171,219.48448142161433,164.74707073979553,61.467149090316376,801.5802373926989,5626.851203513822
28.364499808227635,43.77896689369365,3.7824060043233696,17.152294875161616,58.25708762559373,586.7632203482278,1114.0821941543304
248.18328455432936,24.298632311959203,3.103097174589144,27.82857576052124,51.71244340088995,465.1698146701569,2470.750537883104
102.23572512129054,15.227218908986593,4.7636959121094495,13.76773948254499,87.43148021218227,347.2437060278565,2257.7733314994107
271.62731397766515,71.09861739498245,1.788783519827449,20.941125357218617,117.37231288082607,790.5264812075783,3346.1363380369953
55.399245986122125,53.0033244707432,4.314446660400513,30.795258265661797,121.60575450878935,573.9896268821574,2633.7860423075253
76.21578640996304,11.00660252667518,3.7631403187301022,5.014892211501003,24.458251892919,432.0135347807567,1813.6635198719357
247.55504995828474,24.287768436948035,3.3742220524229776,16.397913128884834,25.841400000252385,459.5356712959136,3584.8424916094646
228.9564750845296,93.58261067531585,2.8462858961180926,10.282304985135092,66.2683246918598,310.31465618039306,2072.271478736895
121.90949597375126,14.297997071561504,1.4527342389856601,15.502209394571604,103.77192976210071,799.5370790029577,3246.942975378684
33.029616322102775,31.275329007288704,4.3442510651431325,21.616686852098468,15.05489399558289,346.43214049736116,2613.60097338994
75.12827399356162,81.3644385689519,2.471120180708269,18.89466563091903,74.28877969748594,643.812660739841,2082.421883038034
214.52169836930463,19.662510627824464,4.347064384432084,28.164418151646302,17.426806674511788,629.3426012605875,2863.854221057841
54.16825725071142,50.78907465468983,4.8127272398661995,24.343226496506176,21.506069193699112,952.2051135160966,2484.7270087942675
77.60657356640168,71.6285112772183,2.804476096645779,10.19187010705934,62.06884194383357,417.93466805022445,2137.4702067697444
190.1405683007828,64.55291203957003,2.4374777421467777,8.16379982597288,90.09671965163737,614.2453648365248,3824.877697067427
126.73903395208795,77.34161143057042,4.3140215198083975,4.022986311365723,23.044018342965177,745.2278288542453,2245.7234775138004
17.012598383198068,71.45634022482893,2.4498815478995555,18.68405904315732,125.1420141492128,416.9713527403543,3721.7453826672386
145.13265172080634,93.00058109118417,4.308574777953269,17.79983052809341,47.18360889350116,766.5471714524884,3359.5739901966303
173.19887480080678,80.49913688161142,3.6229417235995784,15.226039854189917,47.03235350206015,559.6590617947829,3896.0186956008283
176.93265502816453,16.626394954625496,4.769314516015915,24.043980316119477,98.79979836604173,290.44867286457554,2738.7486403051785
33.71873489022019,45.6086526385377,3.1471887759107835,27.900406402451626,116.94231010296933,555.4626257884443,3987.190711854331
289.38422077925776,97.19976255060739,4.736421941629667,21.01474964853922,102.95026189455528,309.4638796319896,1495.956816826342
279.7043902384705,75.36850607967554,2.678897529189888,17.81166317642323,40.60062934235037,410.9298150127613,1493.1989833215564
51.81452827677431,64.94118285818703,4.751677938443404,32.27447211552235,95.15719390535912,295.310809071853,2442.448892697663
75.50406939523191,107.52613700636849,3.5321761868027077,5.77185492994624,70.70579878302942,995.230025909596,1273.6694331040571
159.5571499655779,37.30083232195745,2.2779338097105866,4.704285127018041,108.78891503328019,877.3045364932668,2444.7072945774576
74.20779898943904,81.61011000046346,4.894502146128573,26.241134917479624,129.86569535193797,454.92269242534906,1375.3635783930467
70.85007249190312,28.99694181168132,1.2224220007169175,35.7446128390681,122.41244191927025,1093.9096769091518,3261.1178119566785
253.71246077265158,75.03921266283466,4.76992243585884,16.6015823791897,119.07319248813559,537.1838752218325,2105.9711418370807
65.26524893054749,68.14075440598353,2.1921990023499203,5.321647129059523,9.435834468369391,748.1090753521996,2044.304723338158
11.981654083766177,29.745613070390004,2.186146755500409,15.57125516294144,62.95301727765398,310.16744436332095,3921.884184693453
284.2992265705707,42.84990600210094,4.050577393685314,11.228662400264723,48.221690321067456,663.912846965918,1814.9260029164575
267.3540769700351,101.06905857332055,4.246038720736203,29.362450485518245,57.32355481315913,640.3117598245523,967.6348669725453
219.1831570997092,29.296299307202677,1.3763051572267524,19.630617196550162,51.52204477775578,939.4512524951413,2556.6592763248445
211.0374582969583,11.43776001594398,2.463354150943732,9.90521628749239,83.59937419518415,1045.749136887072,2536.3351674801143
65.03116171000741,56.909711739262576,4.4563899369838555,31.26442536369992,104.85077177371772,304.2565550128701,2106.9329548923556
60.24364802547279,91.58626958609403,1.3993693299334486,29.12431492297071,70.93551533706639,838.8499040125232,2022.5690063048332
25.183285541484167,101.89848543858835,4.166174199772251,22.430220192732566,87.84211788845775,1092.0693298535969,2702.152390468161
259.9531973771074,44.821025836816894,4.516194463820898,13.1649611950276,104.540777109329,923.3273083314701,2957.630499751554
261.23974579139565,87.92420476589538,1.0691674546588508,27.40140342076915,94.15593886790829,1019.3877760440399,3922.4725018262257
278.3246508891809,62.210952429923736,2.768662232037728,29.436046805549278,113.5107136587626,978.3419586369811,2888.041656983348
122.82580711244621,111.39573496099263,4.742770682049569,11.223066299476828,43.71620262869979,765.5864391063391,3580.438273599184
